1   0.394087   0.025528
2   0.363357   0.0101633
3   0.345616   0.00572805
4   0.335655   0.00406775
5   0.330079   0.00337076
6   0.324484   0.00281134
7   0.319581   0.00240273
8   0.315576   0.00211668
9   0.311991   0.00189257
10   0.308471   0.00169702
11   0.305217   0.00153432
12   0.30243   0.00140767
13   0.299806   0.00129833
14   0.297493   0.00120935
15   0.295223   0.00112829
16   0.29308   0.00105686
17   0.291   0.000991869
18   0.289034   0.000934029
19   0.287432   0.00088954
20   0.285595   0.000841188
21   0.283932   0.000799608
22   0.282362   0.000762224
23   0.280987   0.000730991
24   0.279577   0.000700331
25   0.278146   0.000670528
26   0.276962   0.00064683
27   0.275717   0.000622892
28   0.274682   0.000603724
29   0.273443   0.000581598
30   0.272217   0.000560474
31   0.271116   0.000542116
32   0.269993   0.000523996
33   0.268873   0.000506496
34   0.267887   0.000491571
35   0.266808   0.000475693
36   0.266   0.000464153
37   0.265094   0.000451565
38   0.264169   0.000439072
39   0.263307   0.000427723
40   0.262414   0.000416279
