64  0.00929068   -1.52588e-05   0.648722   0.0206459
64  0.00929068   0.00997925   0.646549   0.0205534
64  0.00929068   0.0199738   0.644249   0.0204904
64  0.00929068   0.0299683   0.639495   0.0203357
64  0.00929068   0.0399628   0.637486   0.0202586
64  0.00929068   0.0499573   0.634979   0.020191
64  0.00929068   0.0599518   0.632161   0.0201115
64  0.00929068   0.0699463   0.631035   0.0200683
64  0.00929068   0.0799408   0.62677   0.0199428
64  0.00929068   0.0899353   0.623572   0.0198242
64  0.00929068   0.0999298   0.620175   0.0197291
64  0.00929068   0.109924   0.61941   0.0196925
64  0.00929068   0.119919   0.615549   0.0195656
64  0.00929068   0.129913   0.611059   0.0194407
64  0.00929068   0.139908   0.6099   0.0193908
64  0.00929068   0.149902   0.608637   0.0193529
64  0.00929068   0.159897   0.603758   0.0192125
64  0.00929068   0.169891   0.601609   0.0191336
64  0.00929068   0.179886   0.599711   0.0190766
64  0.00929068   0.18988   0.593911   0.0188912
64  0.00929068   0.199875   0.59121   0.0187822
64  0.00929068   0.209869   0.586874   0.0186911
64  0.00929068   0.219864   0.586981   0.0186917
64  0.00929068   0.229858   0.584198   0.0185715
64  0.00929068   0.239853   0.580319   0.0184612
64  0.00929068   0.249847   0.576782   0.0183471
64  0.00929068   0.259842   0.573192   0.0182474
64  0.00929068   0.269836   0.569685   0.0181043
64  0.00929068   0.279831   0.567355   0.0180645
64  0.00929068   0.289825   0.565573   0.0180135
64  0.00929068   0.29982   0.561786   0.0178686
64  0.00929068   0.309814   0.555174   0.0176642
64  0.00929068   0.319809   0.554482   0.0176657
64  0.00929068   0.329803   0.549927   0.0174987
64  0.00929068   0.339798   0.548814   0.0174675
64  0.00929068   0.349792   0.545065   0.0173565
64  0.00929068   0.359787   0.541364   0.0172201
64  0.00929068   0.369781   0.541138   0.0172311
64  0.00929068   0.379776   0.535393   0.017043
64  0.00929068   0.389771   0.531968   0.0169379
64  0.00929068   0.399765   0.528059   0.0168188
64  0.00929068   0.40976   0.524391   0.0167157
64  0.00929068   0.419754   0.520599   0.0165879
64  0.00929068   0.429749   0.515679   0.0164343
64  0.00929068   0.439743   0.515063   0.0164301
64  0.00929068   0.449738   0.511944   0.0163121
64  0.00929068   0.459732   0.506711   0.0161442
64  0.00929068   0.469727   0.504106   0.0160757
64  0.00929068   0.479721   0.501421   0.015957
64  0.00929068   0.489716   0.494591   0.0157694
64  0.00929068   0.49971   0.494291   0.0157501
64  0.00929068   0.509705   0.490725   0.0156139
64  0.00929068   0.519699   0.488411   0.0155485
64  0.00929068   0.529694   0.48611   0.0154933
64  0.00929068   0.539688   0.483259   0.0153954
64  0.00929068   0.549683   0.480683   0.0152988
64  0.00929068   0.559677   0.475105   0.015128
64  0.00929068   0.569672   0.470798   0.0149907
64  0.00929068   0.579666   0.468514   0.0149414
64  0.00929068   0.589661   0.465475   0.0148074
64  0.00929068   0.599655   0.464711   0.0147931
64  0.00929068   0.60965   0.457563   0.0145684
64  0.00929068   0.619644   0.452841   0.0144417
64  0.00929068   0.629639   0.452329   0.0144029
64  0.00929068   0.639633   0.450981   0.0143743
64  0.00929068   0.649628   0.445188   0.0141774
64  0.00929068   0.659622   0.441942   0.014107
64  0.00929068   0.669617   0.439189   0.0139844
64  0.00929068   0.679611   0.437546   0.0139294
64  0.00929068   0.689606   0.434041   0.0138197
64  0.00929068   0.6996   0.430794   0.0137125
64  0.00929068   0.709595   0.428363   0.0136486
64  0.00929068   0.719589   0.424042   0.0135405
64  0.00929068   0.729584   0.420897   0.0134092
64  0.00929068   0.739578   0.419075   0.013372
64  0.00929068   0.749573   0.416228   0.0132547
64  0.00929068   0.759567   0.411889   0.0131371
64  0.00929068   0.769562   0.409074   0.0130221
64  0.00929068   0.779556   0.405686   0.0129018
64  0.00929068   0.789551   0.40252   0.0128123
64  0.00929068   0.799545   0.398366   0.0126839
64  0.00929068   0.80954   0.397234   0.0126732
64  0.00929068   0.819534   0.396363   0.0126352
64  0.00929068   0.829529   0.391468   0.0124876
64  0.00929068   0.839523   0.389195   0.0124183
64  0.00929068   0.849518   0.385118   0.0122825
64  0.00929068   0.859512   0.382812   0.0122101
64  0.00929068   0.869507   0.381155   0.012153
64  0.00929068   0.879501   0.377357   0.0120347
64  0.00929068   0.889496   0.376898   0.0120133
64  0.00929068   0.89949   0.371583   0.0118546
64  0.00929068   0.909485   0.371804   0.011853
64  0.00929068   0.919479   0.365299   0.0116417
64  0.00929068   0.929474   0.364237   0.0115929
64  0.00929068   0.939468   0.362583   0.0115483
64  0.00929068   0.949463   0.359199   0.0114561
64  0.00929068   0.959457   0.355519   0.0113267
64  0.00929068   0.969452   0.3544   0.0112982
64  0.00929068   0.979446   0.352423   0.0112666
64  0.00929068   0.989441   0.35044   0.011201
64  0.00929068   0.999435   0.346807   0.0110525
