1   0.185493   0.0134996
2   0.165317   0.00341129
3   0.162068   0.002599
4   0.158446   0.00199533
5   0.155365   0.00161023
6   0.152544   0.00132813
7   0.150242   0.00113635
8   0.148246   0.000993729
9   0.146493   0.000884199
10   0.145023   0.000802517
11   0.143504   0.000726557
12   0.14224   0.000669098
13   0.141095   0.000621414
14   0.139905   0.000575638
15   0.138766   0.000534964
16   0.137791   0.000502443
17   0.136874   0.000473785
18   0.135923   0.000445843
19   0.135012   0.000420523
20   0.134066   0.000395632
21   0.133448   0.000380182
22   0.132861   0.000366211
23   0.132163   0.000350332
24   0.13152   0.000336361
25   0.13087   0.000322819
26   0.130167   0.000308752
27   0.129527   0.00029645
28   0.128976   0.000286245
29   0.12842   0.000276327
30   0.128075   0.000270367
31   0.127325   0.000257874
32   0.126911   0.000251198
33   0.126353   0.000242472
34   0.125918   0.000235891
35   0.125484   0.000229502
36   0.125037   0.000223112
37   0.124721   0.000218725
38   0.124312   0.000213194
39   0.123956   0.000208521
40   0.123346   0.000200701
41   0.122938   0.000195599
42   0.122563   0.000191021
43   0.122074   0.000185204
44   0.121738   0.000181293
45   0.121444   0.000177956
46   0.120976   0.000172758
47   0.1207   0.000169754
48   0.120301   0.00016551
49   0.119898   0.000161314
50   0.119604   0.00015831
51   0.119251   0.000154781
52   0.118915   0.000151491
53   0.118663   0.000149059
54   0.11839   0.000146484
55   0.118106   0.000143862
56   0.117823   0.000141287
57   0.117658   0.000139809
58   0.11725   0.000136232
59   0.117051   0.000134516
60   0.116955   0.000133705
61   0.116606   0.000130796
62   0.116164   0.000127172
63   0.115886   0.000124931
64   0.115447   0.00012145
65   0.115289   0.000120211
66   0.115028   0.000118208
67   0.114745   0.000116062
68   0.11447   0.000114012
69   0.114321   0.000112915
70   0.114144   0.000111628
71   0.113857   0.000109577
72   0.113633   0.000108004
73   0.113468   0.000106859
74   0.113287   0.000105619
75   0.113019   0.000103807
76   0.112812   0.000102425
77   0.112536   0.000100613
78   0.112331   9.92775e-05
79   0.112204   9.84669e-05
80   0.111971   9.69887e-05
81   0.111841   9.61781e-05
82   0.111648   9.4986e-05
83   0.111429   9.36508e-05
84   0.111397   9.34601e-05
85   0.111197   9.2268e-05
86   0.110921   9.06467e-05
87   0.110806   8.99792e-05
88   0.110607   8.88348e-05
89   0.11054   8.84533e-05
90   0.110209   8.65936e-05
91   0.11002   8.55446e-05
92   0.109829   8.44955e-05
93   0.109768   8.41618e-05
94   0.109626   8.33988e-05
95   0.109411   8.22544e-05
96   0.10932   8.17776e-05
97   0.109284   8.15868e-05
98   0.109071   8.04901e-05
99   0.108772   7.89642e-05
100   0.108649   7.83443e-05
101   0.108334   7.67708e-05
102   0.108209   7.61509e-05
103   0.108219   7.61986e-05
104   0.108042   7.53403e-05
105   0.107645   7.34329e-05
106   0.107395   7.22408e-05
107   0.107142   7.10487e-05
108   0.107112   7.09057e-05
109   0.107071   7.0715e-05
110   0.106935   7.00951e-05
111   0.106799   6.94752e-05
112   0.106481   6.80447e-05
113   0.106385   6.76155e-05
114   0.106353   6.74725e-05
115   0.106342   6.74248e-05
116   0.106189   6.67572e-05
117   0.10589   6.54697e-05
118   0.105667   6.45161e-05
119   0.105723   6.47545e-05
120   0.105689   6.46114e-05
121   0.10554   6.39915e-05
122   0.105321   6.30856e-05
123   0.105251   6.27995e-05
124   0.105122   6.22749e-05
125   0.10498   6.17027e-05
126   0.104921   6.14643e-05
127   0.10468   6.05106e-05
128   0.104511   5.98431e-05
129   0.104486   5.97477e-05
130   0.104376   5.93185e-05
131   0.104314   5.90801e-05
132   0.104239   5.8794e-05
133   0.104075   5.81741e-05
134   0.103885   5.74589e-05
135   0.103655   5.66006e-05
136   0.10359   5.63622e-05
137   0.103448   5.58376e-05
138   0.103265   5.51701e-05
139   0.10312   5.46455e-05
140   0.102987   5.41687e-05
141   0.102907   5.38826e-05
142   0.102827   5.35965e-05
143   0.102759   5.33581e-05
144   0.10265   5.29766e-05
145   0.102554   5.26428e-05
146   0.102485   5.24044e-05
147   0.102498   5.24521e-05
148   0.102288   5.17368e-05
149   0.102203   5.14507e-05
150   0.102033   5.08785e-05
151   0.101976   5.06878e-05
152   0.101918   5.04971e-05
153   0.101918   5.04971e-05
154   0.101758   4.99725e-05
155   0.101728   4.98772e-05
156   0.101684   4.97341e-05
157   0.101639   4.95911e-05
158   0.101579   4.94003e-05
159   0.101564   4.93526e-05
160   0.101549   4.9305e-05
161   0.101412   4.88758e-05
162   0.10135   4.86851e-05
163   0.101165   4.81129e-05
164   0.101056   4.77791e-05
165   0.100947   4.74453e-05
166   0.100884   4.72546e-05
167   0.100884   4.72546e-05
168   0.100947   4.74453e-05
169   0.100851   4.71592e-05
170   0.100706   4.673e-05
171   0.100447   4.59671e-05
172   0.100398   4.58241e-05
173   0.10025   4.53949e-05
174   0.100234   4.53472e-05
175   0.100084   4.49181e-05
176   0.100001   4.46796e-05
177   0.0999339   4.44889e-05
178   0.0998664   4.42982e-05
179   0.0996797   4.37737e-05
180   0.0996455   4.36783e-05
181   0.0995597   4.34399e-05
182   0.0996115   4.35829e-05
183   0.0993858   4.2963e-05
184   0.0992288   4.25339e-05
185   0.0990357   4.20094e-05
186   0.0989475   4.17709e-05
187   0.0988588   4.15325e-05
188   0.0986983   4.11034e-05
189   0.0987163   4.1151e-05
190   0.0986622   4.1008e-05
191   0.0985353   4.06742e-05
192   0.0984625   4.04835e-05
193   0.098554   4.07219e-05
194   0.0984436   4.04358e-05
195   0.0983696   4.02451e-05
196   0.0983138   4.0102e-05
197   0.0980895   3.95298e-05
198   0.0979016   3.9053e-05
199   0.0978639   3.89576e-05
200   0.097712   3.85761e-05
201   0.0977502   3.86715e-05
202   0.0976352   3.83854e-05
203   0.0977122   3.85761e-05
204   0.0976348   3.83854e-05
