1   0.185493   0.0134945
2   0.165271   0.00338354
3   0.162033   0.00257401
4   0.158441   0.0019753
5   0.155402   0.0015954
6   0.1528   0.00133519
7   0.150516   0.00114489
8   0.148515   0.00100198
9   0.146761   0.000892305
10   0.145056   0.000797606
11   0.143779   0.000733757
12   0.142377   0.000670004
13   0.141015   0.00061326
14   0.139868   0.000569153
15   0.138594   0.000523663
16   0.137563   0.000489283
17   0.136565   0.000458097
18   0.135761   0.000434446
19   0.134914   0.000410938
20   0.134016   0.000387287
21   0.133272   0.00036869
22   0.132589   0.00035243
23   0.131949   0.000337887
24   0.13133   0.00032444
25   0.13063   0.000309849
26   0.129903   0.000295305
27   0.129253   0.000282812
28   0.12872   0.000272942
29   0.127994   0.000259972
30   0.127626   0.00025363
31   0.127205   0.00024662
32   0.126614   0.000237083
33   0.126352   0.000232983
34   0.125895   0.000226068
35   0.125578   0.000221395
36   0.125087   0.000214386
37   0.124692   0.000208902
38   0.124142   0.000201464
39   0.123739   0.000196171
40   0.123364   0.000191355
