0 .8073176424 .8394942174 .7631320576 -.5863576e-3
.1e-1 .8091198330 .8370971658 .7619281292 .33898371e-2
.2e-1 .8047169645 .8346272285 .7606858914 .12270760e-2
.3e-1 .8009817355 .8320810850 .7594034189 -.1989302e-3
.4e-1 .8004339699 .8294552184 .7580786520 .16348317e-2
.5e-1 .7974350206 .8267459017 .7567093837 .10930950e-2
.6e-1 .7908541488 .8239491828 .7552932467 -.29512949e-2
.7e-1 .7869405572 .8210608694 .7538276977 -.42453331e-2
.8e-1 .7858587924 .8180765119 .7523100011 -.26204373e-2
.9e-1 .7851015744 .8149913858 .7507372098 -.5796027e-3
.1 .7787051109 .8118004722 .7491061441 -.40820698e-2
.11 .7774461370 .8084984382 .7474133680 -.23462667e-2
.12 .7734922269 .8050796150 .7456551626 -.31994779e-2
.13 .7655550798 .8015379758 .7438274955 -.79245382e-2
.14 .7665137756 .7978671118 .7419259874 -.36365554e-2
.15 .7625954510 .7940602076 .7399458731 -.41022113e-2
.16 .7542571886 .7901100164 .7378819578 -.88578511e-2
.17 .7520187758 .7860088334 .7357285672 -.73766994e-2
.18 .7510062700 .7817484702 .7334794909 -.45252723e-2
.19 .7455483499 .7773202287 .7311279170 -.59670024e-2
.2 .7345433873 .7727148771 .7286663581 -.127951452e-1
.21 .7386377426 .7679226266 .7260865654 -.43544623e-2
.22 .7284124105 .7629331123 .7233794305 -.100545585e-1
.23 .7220607173 .7577353780 .7205348718 -.116921709e-1
.24 .7193380611 .7523178682 .7175417041 -.95014210e-2
.25 .7149309826 .7466684287 .7143874866 -.87847450e-2
.26 .7084562715 .7407743198 .7110583480 -.99137989e-2
.27 .7019038082 .7346222445 .7075387846 -.108866426e-1
.28 .6931425406 .7281983981 .7038114258 -.138218080e-1
.29 .6902839241 .7214885429 .6998567647 -.105949269e-1
.3 .6843400225 .7144781154 .6956528490 -.101807271e-1
.31 .6744092185 .7071523730 .6911749288 -.134674551e-1
.32 .6673222617 .6994965882 .6863950602 -.136110041e-1
.33 .6626653113 .6914962996 .6812816670 -.110120994e-1
.34 .6549827575 .6831376278 .6757990707 -.111137627e-1
.35 .6469826552 .6744076651 .6699070088 -.111962326e-1
.36 .6421677632 .6652949451 .6635601858 -.77463507e-2
.37 .6391568129 .6557899955 .6567079269 -.21367948e-2
.38 .6280297074 .6458859723 .6492940610 -.42814547e-2
.39 .6210525920 .6355793657 .6412572265 -.19110017e-2
.4 .6053878645 .6248707581 .6325318934 -.78635664e-2
.41 .5998493524 .6137656035 .6230505162 -.33302677e-2
.42 .5835044074 .6022749828 .6127473405 -.92538037e-2
.43 .5736976045 .5904162771 .6015644274 -.83053633e-2
.44 .5583320438 .5782136912 .5894602938 -.126037988e-1
.45 .5519088240 .5656985525 .5764210432 -.76764239e-2
.46 .5398237635 .5529093162 .5624728583 -.81622971e-2
.47 .5310491431 .5398912198 .5476934019 -.51301657e-2
.48 .5153492547 .5266955554 .5322185951 -.88622572e-2
.49 .5092246255 .5133785648 .5162412880 -.29090528e-2
.5 .4938382903 .5000000000 .5000000000 -.61617097e-2
.51 .4879784829 .4866214352 .4837587120 .1121612e-3
.52 .4761804953 .4733044446 .4677814049 .3920072e-3
.53 .4600521746 .4601087802 .4523065981 -.37685166e-2
.54 .4509708054 .4470906838 .4375271417 -.10431340e-2
.55 .4359269911 .4343014475 .4235789568 -.44877610e-2
.56 .4360356881 .4217863088 .4105397062 .69715307e-2
.57 .4249220929 .4095837229 .3984355726 .69250607e-2
.58 .4182512789 .3977250172 .3872526595 .110094900e-1
.59 .4013532648 .3862343965 .3769494838 .45328849e-2
.6 .4008130879 .3751292419 .3674681066 .140645188e-1
.61 .3902646541 .3644206343 .3587427735 .132282478e-1
.62 .3769978428 .3541140277 .3507059390 .93090049e-2
.63 .3667863458 .3442100045 .3432920731 .80799535e-2
.64 .3598135034 .3347050549 .3364398142 .97276173e-2
.65 .3507896515 .3255923349 .3300929912 .89685393e-2
.66 .3398804330 .3168623722 .3242009293 .59769532e-2
.67 .3369711726 .3085037004 .3187183330 .106485833e-1
.68 .3264763256 .3005034118 .3136049398 .74095914e-2
.69 .3224462343 .2928476270 .3088250712 .103229079e-1
.7 .3167562585 .2855218846 .3043471510 .112770081e-1
.71 .3152890433 .2785114571 .3001432353 .161678943e-1
.72 .3088217448 .2718016019 .2961885742 .157860934e-1
.73 .3012418866 .2653777555 .2924612154 .140323374e-1
.74 .2951968313 .2592256802 .2889416520 .135669017e-1
.75 .2891207169 .2533315713 .2856125134 .128364445e-1
.76 .2819400206 .2476821318 .2824582959 .107795027e-1
.77 .2797816326 .2422646220 .2794651282 .135345208e-1
.78 .2724933409 .2370668877 .2766205695 .109603099e-1
.79 .2673067402 .2320773734 .2739134346 .102989451e-1
.8 .2629956669 .2272851229 .2713336419 .103341994e-1
.81 .2589626751 .2226797713 .2688720830 .104780274e-1
.82 .2566270606 .2182515298 .2665205091 .121586029e-1
.83 .2484933037 .2139911666 .2642714328 .78887789e-2
.84 .2470247237 .2098899836 .2621180422 .101397634e-1
.85 .2419118099 .2059397924 .2600541269 .86094722e-2
.86 .2389654141 .2021328882 .2580740126 .91157451e-2
.87 .2349882477 .1984620242 .2561725045 .84678657e-2
.88 .2284086113 .1949203850 .2543448374 .51003161e-2
.89 .2260547735 .1915015618 .2525866320 .58471772e-2
.9 .2231917880 .1881995278 .2508938559 .59789687e-2
.91 .2197374921 .1850086142 .2492627902 .54186692e-2
.92 .2159209607 .1819234881 .2476899989 .44001904e-2
.93 .2118006398 .1789391306 .2461723023 .29865301e-2
.94 .2090807520 .1760508172 .2447067533 .28861957e-2
.95 .2053951224 .1732540983 .2432906163 .17370480e-2
.96 .2037098973 .1705447816 .2419213480 .25090355e-2
.97 .2000262657 .1679189150 .2405965811 .12069314e-2
.98 .1959881862 .1653727715 .2393141086 -.5219253e-3
.99 .1944186822 .1629028342 .2380718708 .1486781e-3
1 .1933669709 .1605057826 .2368679424 .12709709e-2
