1 .7048072345 .6649 .6411006884 .80539614e-2
2 .6180339887 .5510 .5773502692 .466921290e-1
3 .6180339887 .5770 .5773502692 .206921290e-1
4 .7200616283 .6779 .6526799583 .84707934e-2
5 .7155847678 .6599 .6512096087 .234971883e-1
6 .6180339887 .5515 .5773502692 .461921290e-1
0 0 0 0 0
0 0 0 0 0
