.1700000000	2.014905474
.1800000000	1.907415085
.1900000000	1.811144573
.2000000000	1.724423993
.2100000000	1.645899221
.2200000000	1.574460644
.2300000000	1.509190339
.2400000000	1.449322381
.2500000000	1.394212621
.2600000000	1.343315410
.2700000000	1.296165451
.2800000000	1.252363538
.2900000000	1.211565214
.3000000000	1.173471700
.3100000000	1.137822560
.3200000000	1.104389743
.3300000000	1.072972695
.3400000000	1.043394341
.3500000000	1.015497742
.3600000000	.9891433102
.3700000000	.9642064773
.3800000000	.9405757255
.3900000000	.9181509209
.4000000000	.8968418973
.4100000000	.8765672448
.4200000000	.8572532720
.4300000000	.8388331116
.4400000000	.8212459482
.4500000000	.8044363481
.4600000000	.7883536767
.4700000000	.7729515895
.4800000000	.7581875873
.4900000000	.7440226247
.5000000000	.7304207661
.5100000000	.7173488819
.5200000000	.7047763796
.5300000000	.6926749653
.5400000000	.6810184314
.5500000000	.6697824678
.5600000000	.6589444929
.5700000000	.6484835026
.5800000000	.6383799347
.5900000000	.6286155472
.6000000000	.6191733085
.6100000000	.6100372991
.6200000000	.6011926215
.6300000000	.5926253201
.6400000000	.5843223073
.6500000000	.5762712976
.6600000000	.5684607470
.6700000000	.5608797975
.6800000000	.5535182276
.6900000000	.5463664059
.7000000000	.5394152497
.7100000000	.5326561861
.7200000000	.5260811173
.7300000000	.5196823882
.7400000000	.5134527566
.7500000000	.5073853663
.7600000000	.5014737216
.7700000000	.4957116642
.7800000000	.4900933522
.7900000000	.4846132401
.8000000000	.4792660605
.8100000000	.4740468074
.8200000000	.4689507202
.8300000000	.4639732699
.8400000000	.4591101449
.8500000000	.4543572387
.8600000000	.4497106386
.8700000000	.4451666145
.8800000000	.4407216089
.8900000000	.4363722277
.9000000000	.4321152311
.9100000000	.4279475257
.9200000000	.4238661568
.9300000000	.4198683010
.9400000000	.4159512599
.9500000000	.4121124535
.9600000000	.4083494145
.9700000000	.4046597826
.9800000000	.4010412997
.9900000000	.3974918045
1.	.3940092283
