.5400000000	1.006109894
.5500000000	.989745399
.5600000000	.973990201
.5700000000	.958812906
.5800000000	.944184311
.5900000000	.930077223
.6000000000	.916466294
.6100000000	.903327870
.6200000000	.890639858
.6300000000	.878381601
.6400000000	.866533773
.6500000000	.855078278
.6600000000	.843998152
.6700000000	.833277495
.6800000000	.822901381
.6900000000	.8128558037
.7000000000	.8031276027
.7100000000	.7937044185
.7200000000	.7845746336
.7300000000	.7757273260
.7400000000	.7671522376
.7500000000	.7588397163
.7600000000	.7507806968
.7700000000	.7429666694
.7800000000	.7353896391
.7900000000	.7280421118
.8000000000	.7209170652
.8100000000	.7140079341
.8200000000	.7073085860
.8300000000	.7008133120
.8400000000	.6945168116
.8500000000	.6884141833
.8600000000	.6825009179
.8700000000	.6767728942
.8800000000	.6712263777
.8900000000	.6658580167
.9000000000	.6606648564
.9100000000	.6556443434
.9200000000	.6507943355
.9300000000	.6461131265
.9400000000	.6415994657
.9500000000	.6372525957
.9600000000	.6330722874
.9700000000	.6290588944
.9800000000	.6252134207
.9900000000	.6215375961
1.	.6180339900
