524288   16   0.125   0.725711  8.28705e-05
262144   32   0.0743254   0.745242  7.36028e-05
8192   64   0.0441942   0.75496  0.000256748
8192   64   0.0441942   0.754838  0.000258385
8192   64   0.0441942   0.754753  0.000257974
8192   64   0.0441942   0.754736  0.000257312
8192   64   0.0441942   0.755021  0.000257914
8192   64   0.0441942   0.755155  0.00025591
8192   64   0.0441942   0.75498  0.000259928
8192   64   0.0441942   0.755283  0.000255327
8192   64   0.0441942   0.754984  0.000255463
8192   64   0.0441942   0.754601  0.000258585
8192   64   0.0441942   0.754856  0.000255826
8192   64   0.0441942   0.754942  0.000257316
4096   128   0.026278   0.760332  0.000221803
4096   128   0.026278   0.760123  0.000217391
4096   128   0.026278   0.760215  0.000220446
2048   256   0.015625   0.763107  0.000188682
2048   256   0.015625   0.763226  0.000185053
2048   256   0.015625   0.763452  0.000186278
1024   512   0.00929068   0.765156  0.000150998
1024   512   0.00929068   0.76502  0.000160281
