0.401306  0.0853243  1.05906  1.07833  1.08469
0.401906  0.091011  1.05733  1.07405  1.07822
0.402506  0.127402  1.05811  1.07834  1.08971
0.403106  0.129547  1.05799  1.07907  1.09161
0.403706  0.136236  1.05697  1.07747  1.09032
0.404305  0.13973  1.0562  1.07599  1.08765
0.404905  0.165107  1.0548  1.07387  1.08529
0.405505  0.168319  1.05444  1.07348  1.08416
0.406105  0.241659  1.05245  1.06939  1.07934
0.406705  0.248791  1.05198  1.06952  1.08132
0.407305  0.276224  1.05125  1.06842  1.08
0.407905  0.279848  1.0506  1.0673  1.07804
0.408504  0.282043  1.0501  1.06669  1.07725
0.409104  0.287682  1.04942  1.06584  1.0772
0.409704  0.290198  1.04865  1.06434  1.07498
0.410304  0.294435  1.04808  1.06355  1.07391
0.410904  0.298251  1.04771  1.06346  1.07466
0.411504  0.30368  1.04716  1.06298  1.07522
0.412104  0.305669  1.04679  1.06234  1.07417
0.412704  0.309177  1.04616  1.06124  1.07267
0.413303  0.31528  1.04587  1.06116  1.07364
0.413903  0.320511  1.04529  1.06019  1.0718
0.414503  0.326526  1.04465  1.0592  1.071
0.415103  0.328916  1.04426  1.05892  1.0709
0.415703  0.333306  1.04383  1.05835  1.06975
0.416303  0.335523  1.04329  1.05764  1.06885
0.416903  0.338733  1.04259  1.05633  1.06717
0.417502  0.343303  1.04199  1.05541  1.0658
0.418102  0.344974  1.0416  1.05488  1.06524
0.418702  0.347424  1.04108  1.05415  1.06395
0.419302  0.351964  1.04057  1.05359  1.06355
0.419902  0.354701  1.0402  1.05304  1.06245
0.420502  0.356498  1.03969  1.0522  1.06114
0.421102  0.358844  1.0392  1.05153  1.06031
0.421701  0.360271  1.03877  1.05077  1.05895
0.422301  0.362026  1.03834  1.05015  1.05811
0.422901  0.363242  1.03797  1.0499  1.05873
0.423501  0.365732  1.0374  1.04899  1.0576
0.424101  0.368617  1.03693  1.04842  1.0576
0.424701  0.371402  1.03648  1.04769  1.05626
0.425301  0.3731  1.03616  1.04743  1.05604
0.4259  0.37464  1.03576  1.04697  1.05573
0.4265  0.376338  1.03522  1.04597  1.05435
0.4271  0.377789  1.03473  1.04522  1.05366
0.4277  0.379539  1.03425  1.04437  1.05204
0.4283  0.381609  1.03389  1.04382  1.05113
0.4289  0.383055  1.03349  1.04336  1.05095
0.4295  0.384558  1.03335  1.04352  1.05157
0.430099  0.385763  1.03295  1.04276  1.04974
0.430699  0.386968  1.03253  1.04212  1.04921
0.431299  0.38804  1.03216  1.04163  1.04884
0.431899  0.389375  1.03177  1.04109  1.04837
0.432499  0.391096  1.03137  1.0405  1.04768
0.433099  0.392013  1.03115  1.04036  1.04772
0.433699  0.393628  1.03067  1.03968  1.04741
0.434299  0.395218  1.03031  1.03927  1.04698
0.434898  0.396362  1.0301  1.03906  1.04699
0.435498  0.398068  1.02974  1.03852  1.04641
0.436098  0.40006  1.02931  1.03783  1.04533
0.436698  0.40126  1.02899  1.03733  1.04434
0.437298  0.402295  1.02869  1.03693  1.04383
0.437898  0.404027  1.02841  1.03661  1.04364
0.438498  0.405081  1.02809  1.03609  1.04272
0.439097  0.406588  1.02769  1.03571  1.04269
0.439697  0.407604  1.02735  1.03523  1.04187
0.440297  0.408729  1.02698  1.03449  1.04053
0.440897  0.4097  1.02678  1.03441  1.04083
0.441497  0.410762  1.02639  1.0337  1.03961
0.442097  0.412015  1.02602  1.03307  1.03851
0.442697  0.413148  1.02566  1.03237  1.03757
0.443296  0.414185  1.02528  1.03169  1.03636
0.443896  0.415261  1.02493  1.03111  1.03592
0.444496  0.416286  1.02475  1.03112  1.03678
0.445096  0.417377  1.02436  1.03049  1.03601
0.445696  0.418497  1.02405  1.03006  1.03551
0.446296  0.419596  1.02377  1.02976  1.03549
0.446896  0.420574  1.02357  1.02957  1.03556
0.447495  0.421444  1.02335  1.02931  1.03528
0.448095  0.422568  1.02313  1.02912  1.03521
0.448695  0.423437  1.02289  1.0288  1.03475
0.449295  0.424371  1.02268  1.02847  1.03429
0.449895  0.425322  1.02231  1.02791  1.03387
0.450495  0.426523  1.02213  1.0278  1.03391
0.451095  0.427663  1.02194  1.0276  1.03358
0.451694  0.428632  1.02163  1.02716  1.03339
0.452294  0.429534  1.02135  1.02673  1.03267
0.452894  0.430277  1.02121  1.02671  1.03266
0.453494  0.431156  1.02095  1.02627  1.03198
0.454094  0.432139  1.02077  1.02609  1.03199
0.454694  0.433022  1.02063  1.02595  1.03179
0.455294  0.433992  1.02037  1.02551  1.03089
0.455894  0.434783  1.02024  1.02548  1.03116
0.456493  0.435757  1.02002  1.02521  1.03065
0.457093  0.436725  1.01977  1.02491  1.03043
0.457693  0.437665  1.01946  1.02421  1.02902
0.458293  0.438588  1.0193  1.02406  1.02904
0.458893  0.439552  1.01902  1.02362  1.02855
0.459493  0.440459  1.01873  1.02318  1.02793
0.460093  0.441416  1.01848  1.02276  1.02709
0.460692  0.442326  1.0182  1.02226  1.02638
0.461292  0.44318  1.01806  1.02209  1.02609
0.461892  0.443911  1.018  1.02234  1.02676
0.462492  0.444645  1.01786  1.02213  1.02619
0.463092  0.445501  1.01767  1.0219  1.0263
0.463692  0.446365  1.01746  1.02162  1.02587
0.464292  0.447166  1.01728  1.02142  1.02561
0.464891  0.448068  1.0171  1.02124  1.02548
0.465491  0.44889  1.01681  1.02065  1.02441
0.466091  0.449635  1.01671  1.02071  1.0247
0.466691  0.450475  1.01649  1.02044  1.02424
0.467291  0.451357  1.01618  1.01979  1.02305
0.467891  0.452134  1.01603  1.01974  1.02326
0.468491  0.453023  1.01581  1.01942  1.02274
0.46909  0.453811  1.01562  1.01915  1.02224
0.46969  0.454697  1.01534  1.01868  1.02183
0.47029  0.455467  1.01511  1.01824  1.02126
0.47089  0.456269  1.01491  1.01794  1.02102
0.47149  0.457064  1.01471  1.01766  1.02075
0.47209  0.457773  1.01461  1.01762  1.02079
0.47269  0.458485  1.01444  1.0173  1.01996
0.473289  0.459309  1.01427  1.01711  1.01985
0.473889  0.460068  1.01414  1.017  1.01989
0.474489  0.460803  1.01398  1.01679  1.01983
0.475089  0.461593  1.01383  1.01671  1.02004
0.475689  0.46234  1.01374  1.01677  1.02063
0.476289  0.463163  1.0135  1.01633  1.01989
0.476889  0.463887  1.01335  1.01603  1.01977
0.477489  0.464744  1.01308  1.01552  1.01875
0.478088  0.465586  1.01288  1.01513  1.01792
0.478688  0.466352  1.01276  1.01511  1.01805
0.479288  0.467103  1.01264  1.01511  1.01853
0.479888  0.467824  1.01254  1.01502  1.01852
0.480488  0.468618  1.01242  1.01498  1.0189
0.481088  0.469322  1.01229  1.01481  1.01868
0.481688  0.470026  1.0122  1.0147  1.0187
0.482287  0.470854  1.01202  1.01451  1.01848
0.482887  0.471611  1.01188  1.01431  1.01812
0.483487  0.472336  1.01178  1.0142  1.0178
0.484087  0.473104  1.01165  1.01412  1.01776
0.484687  0.47381  1.01156  1.01407  1.01776
0.485287  0.474556  1.01136  1.01371  1.01697
0.485887  0.475373  1.01116  1.01339  1.01645
0.486486  0.476207  1.01095  1.01305  1.01609
0.487086  0.476903  1.01087  1.01312  1.01659
0.487686  0.477666  1.01075  1.0129  1.01604
0.488286  0.478451  1.01063  1.01265  1.01564
0.488886  0.479198  1.01048  1.01236  1.01517
0.489486  0.479944  1.0104  1.01249  1.0158
0.490086  0.480668  1.0103  1.01235  1.01555
0.490685  0.481414  1.0101  1.01203  1.01508
0.491285  0.482078  1.00999  1.01194  1.01526
0.491885  0.48284  1.00989  1.01191  1.01532
0.492485  0.483516  1.00983  1.01195  1.0154
0.493085  0.484222  1.00968  1.01169  1.015
0.493685  0.484911  1.00956  1.01158  1.01492
0.494285  0.485619  1.00941  1.01126  1.01439
0.494884  0.486304  1.00929  1.01107  1.01426
0.495484  0.487048  1.00913  1.01088  1.01411
0.496084  0.487749  1.009  1.01062  1.0136
0.496684  0.488505  1.00891  1.01059  1.01367
0.497284  0.489215  1.0088  1.01051  1.01369
0.497884  0.489897  1.00868  1.01035  1.01339
0.498484  0.490584  1.00854  1.01006  1.0128
0.499084  0.491315  1.00845  1.00992  1.01263
0.499683  0.491989  1.00832  1.00976  1.01228
