256  160  0.0222285   0   0.545459   0.00224719
256  160  0.0222285   0.01   0.544059   0.00224108
256  160  0.0222285   0.02   0.543182   0.00224
256  160  0.0222285   0.03   0.541488   0.00224333
256  160  0.0222285   0.04   0.540616   0.00222823
256  160  0.0222285   0.05   0.539534   0.00223172
256  160  0.0222285   0.06   0.537689   0.00223284
256  160  0.0222285   0.07   0.537876   0.00221338
256  160  0.0222285   0.08   0.537666   0.00220593
256  160  0.0222285   0.09   0.536118   0.00219901
256  160  0.0222285   0.1   0.534189   0.00221071
256  160  0.0222285   0.11   0.534689   0.00221839
256  160  0.0222285   0.12   0.533673   0.00218792
256  160  0.0222285   0.13   0.532789   0.00219356
256  160  0.0222285   0.14   0.530696   0.00217708
256  160  0.0222285   0.15   0.531297   0.00223332
256  160  0.0222285   0.16   0.528736   0.00218566
256  160  0.0222285   0.17   0.528038   0.00217899
256  160  0.0222285   0.18   0.525876   0.00233189
256  160  0.0222285   0.19   0.526194   0.00218823
256  160  0.0222285   0.2   0.524987   0.00217887
256  160  0.0222285   0.21   0.52256   0.0022691
256  160  0.0222285   0.22   0.521477   0.00215827
256  160  0.0222285   0.23   0.521373   0.0021484
256  160  0.0222285   0.24   0.520903   0.00215091
256  160  0.0222285   0.25   0.519574   0.00213651
256  160  0.0222285   0.26   0.520341   0.00214168
256  160  0.0222285   0.27   0.518451   0.00214684
256  160  0.0222285   0.28   0.517006   0.00213644
256  160  0.0222285   0.29   0.515728   0.00210391
256  160  0.0222285   0.3   0.514699   0.00211768
256  160  0.0222285   0.31   0.513785   0.00213933
256  160  0.0222285   0.32   0.512671   0.00211895
256  160  0.0222285   0.33   0.512653   0.00210908
256  160  0.0222285   0.34   0.511297   0.00210695
256  160  0.0222285   0.35   0.509634   0.00208939
256  160  0.0222285   0.36   0.508677   0.00211895
256  160  0.0222285   0.37   0.506561   0.00209418
256  160  0.0222285   0.38   0.506546   0.00215313
256  160  0.0222285   0.39   0.503427   0.00224948
256  160  0.0222285   0.4   0.505343   0.00210675
256  160  0.0222285   0.41   0.504434   0.00209568
256  160  0.0222285   0.42   0.501806   0.0020567
256  160  0.0222285   0.43   0.501052   0.00208582
256  160  0.0222285   0.44   0.500465   0.00207421
256  160  0.0222285   0.45   0.501012   0.00208852
256  160  0.0222285   0.46   0.497633   0.00206673
256  160  0.0222285   0.47   0.497472   0.00206055
256  160  0.0222285   0.48   0.497577   0.00205635
256  160  0.0222285   0.49   0.496017   0.00204602
256  160  0.0222285   0.5   0.494202   0.00206237
256  160  0.0222285   0.51   0.494494   0.0020455
256  160  0.0222285   0.52   0.491595   0.00204755
256  160  0.0222285   0.53   0.491864   0.00203274
256  160  0.0222285   0.54   0.490517   0.0020295
256  160  0.0222285   0.55   0.488224   0.00212425
256  160  0.0222285   0.56   0.487719   0.00226125
256  160  0.0222285   0.57   0.488094   0.002021
256  160  0.0222285   0.58   0.48666   0.0020239
256  160  0.0222285   0.59   0.487047   0.00199755
256  160  0.0222285   0.6   0.483896   0.00201457
256  160  0.0222285   0.61   0.483295   0.00200981
256  160  0.0222285   0.62   0.483822   0.00202786
256  160  0.0222285   0.63   0.481692   0.00200481
256  160  0.0222285   0.64   0.480102   0.00201044
256  160  0.0222285   0.65   0.481033   0.00201171
256  160  0.0222285   0.66   0.478967   0.00199212
256  160  0.0222285   0.67   0.47746   0.00201375
256  160  0.0222285   0.68   0.477964   0.00199957
256  160  0.0222285   0.69   0.475131   0.00201377
256  160  0.0222285   0.7   0.474965   0.00197341
256  160  0.0222285   0.71   0.473415   0.00199127
256  160  0.0222285   0.72   0.47227   0.00197802
256  160  0.0222285   0.73   0.471187   0.0020256
256  160  0.0222285   0.74   0.470903   0.00206049
256  160  0.0222285   0.75   0.468478   0.00197796
256  160  0.0222285   0.76   0.468512   0.00193406
256  160  0.0222285   0.77   0.466931   0.0023166
256  160  0.0222285   0.78   0.467801   0.00195099
256  160  0.0222285   0.79   0.464849   0.00194239
256  160  0.0222285   0.8   0.463908   0.00192934
256  160  0.0222285   0.81   0.46311   0.00203274
256  160  0.0222285   0.82   0.461502   0.00191109
256  160  0.0222285   0.83   0.461664   0.00193981
256  160  0.0222285   0.84   0.460659   0.00200729
256  160  0.0222285   0.85   0.459074   0.00193776
256  160  0.0222285   0.86   0.459398   0.00192649
256  160  0.0222285   0.87   0.457401   0.00191312
256  160  0.0222285   0.88   0.456727   0.001929
256  160  0.0222285   0.89   0.45525   0.00190952
256  160  0.0222285   0.9   0.455324   0.00190656
256  160  0.0222285   0.91   0.455367   0.00188817
256  160  0.0222285   0.92   0.452305   0.00188849
256  160  0.0222285   0.93   0.452361   0.00198198
256  160  0.0222285   0.94   0.450488   0.0018893
256  160  0.0222285   0.95   0.448591   0.00190713
256  160  0.0222285   0.96   0.448865   0.00188677
256  160  0.0222285   0.97   0.446271   0.00186829
256  160  0.0222285   0.98   0.446406   0.00186682
256  160  0.0222285   0.99   0.44337   0.0023311
256  160  0.0222285   1   0.444894   0.00186254
